"munic";"maes_chefes_91";"maes_chefes_00";"maes_chefes_10";"mortalidade_91";"mortalidade_00";"mortalidade_10";"uf"
"Arceburgo ";8,99;6,85;11,58;38,62;33,46;17,6;"MG"
"Arco-Íris ";16,47;2,92;11,04;32,16;18,8;17,1;"SP"
"Arcos ";7,96;7,09;6,54;27,89;16,65;11,8;"MG"
"Arcoverde ";18,55;18,04;22,49;53,84;43,96;18,9;"PE"
"Areado ";8,49;8,93;21,54;30,63;22,67;14,1;"MG"
"Areal ";12,15;15,26;26,73;26,11;18,21;15;"RJ"
"Arealva ";7,98;2,91;12,69;25,53;18,1;14,2;"SP"
"Areia Branca ";15,93;13,66;6,33;62,95;39,34;20,1;"RN"
"Areia Branca ";24,31;24,88;38,27;53,18;32,26;23,5;"SE"
"Areia de Baraúnas ";21,91;3,13;11,8;108,94;59,52;42;"PB"
"Areial ";16,24;11,05;28,36;88,62;46,06;22,3;"PB"
"Areia ";16,49;16,81;23,24;58,07;47,4;26,3;"PB"
"Areias ";7,25;15,44;19,83;41,26;23,4;17,7;"SP"
"Areiópolis ";12,99;14,73;17,92;28,2;21,8;15,7;"SP"
"Arenápolis ";12,54;15,26;17,63;39,01;35,18;19,4;"MT"
"Arenópolis ";9,87;12,27;10,47;37,08;33,3;13,8;"GO"
"Arês ";14,06;18,47;29,88;84,89;56,21;31,5;"RN"
"Argirita ";11,73;9,58;14,02;31,26;27,05;16,9;"MG"
"Aricanduva ";19,53;13,67;21,16;39,54;39,15;20;"MG"
"Arinos ";11,69;19,52;17,84;39,72;29,71;17,1;"MG"
"Aripuanã ";10,6;15,04;20,52;31,8;31,49;17;"MT"
"Ariquemes ";13,86;20,33;18,07;32,39;21,68;19,2;"RO"
"Ariranha do Ivaí ";2,79;6,93;10,92;49,48;34,12;16;"PR"
"Ariranha ";5,79;7,1;14,22;21,54;20,7;16,7;"SP"
"Armação dos Búzios ";11,03;25,74;17,27;37,12;20,14;14,8;"RJ"
"Armazém ";4,21;7,1;9,68;21,9;20,3;9,8;"SC"
"Arneiroz ";9,17;5,62;25,23;72,39;59,91;28,3;"CE"
"Aroazes ";19,45;8,97;17,21;71,16;50,16;27,5;"PI"
"Aroeiras do Itaim ";NA;NA;6,71;88,23;49,76;30,1;"PI"
"Aroeiras ";15,43;15,67;30,1;93,13;49,8;28,2;"PB"
"Arraial do Cabo ";14,01;15,4;13,63;28,52;20,73;16,5;"RJ"
"Arraial ";66,01;12,82;35,55;63,79;38,89;25,8;"PI"
"Arraias ";23,07;29,23;22,55;61,06;35,38;14,5;"TO"
"Arroio do Meio ";6,41;6,06;15,07;16,45;15,2;11,4;"RS"
"Arroio do Padre ";9,13;NA;2,79;21;18,1;10,7;"RS"
"Arroio do Sal ";2,52;11,09;21,09;19,08;14,6;12;"RS"
"Arroio dos Ratos ";8,23;12,96;20,92;25,46;19,9;12,8;"RS"
"Arroio do Tigre ";5,38;9,93;13,87;27,39;22,2;11,6;"RS"
"Arroio Grande ";5,39;17,99;24,85;29,11;23,6;15;"RS"
"Arroio Trinta ";19,8;5,34;12,48;22,61;15,4;10,5;"SC"
"Artur Nogueira ";5,74;14,12;15,06;29,59;17,6;15,3;"SP"
"Aruanã ";16,13;12,51;23,9;26,31;26,1;13,8;"GO"
"Arujá ";14,74;15,98;16,61;22,37;18,3;11;"SP"
"Arvoredo ";7,14;3,43;5,52;22,25;19;12,9;"SC"
"Arvorezinha ";9,76;8,57;11,04;27,1;24,4;14,1;"RS"
"Ascurra ";4,04;9,4;22,98;24,92;24,3;10,8;"SC"
"Aspásia ";NA;4,79;10,19;31,32;16,7;12,1;"SP"
"Assaí ";8,59;17,34;9,79;34,75;26,6;12,7;"PR"
"Assaré ";14,43;11,73;22,41;82,99;56,43;21;"CE"
"Assis Brasil ";28,48;8,61;26,75;40,73;27,61;24,3;"AC"
"Assis Chateaubriand ";11,36;12,06;9,64;31,84;20,5;10,9;"PR"
"Assis ";9,55;9,17;7,34;24,16;17,2;11;"SP"
"Assunção do Piauí ";6,39;12,59;37,99;76,07;56,71;36,7;"PI"
"Assunção ";NA;17,66;25,81;83,83;55,49;29,6;"PB"
"Astolfo Dutra ";8,75;7,87;10,78;30,82;19,29;13,1;"MG"
"Astorga ";11,12;11,98;6,74;36,57;28,19;14;"PR"
"Atalaia ";19,13;14,23;32,47;51,06;36,38;29;"AL"
"Atalaia do Norte ";20,17;23,29;27,45;49,58;47,6;28,6;"AM"
"Atalaia ";10,29;6,93;6,51;32,61;20,69;11,1;"PR"
"Atalanta ";2,97;5,34;13,87;30,69;26,8;16,4;"SC"
"Ataléia ";16,81;19,07;19,61;45,26;35,42;17,3;"MG"
"Atibaia ";9,13;11,24;16,18;22,68;17,4;12,77;"SP"
"Atilio Vivacqua ";3,85;8,35;28,75;34,65;26,18;13,5;"ES"
"Augustinópolis ";18,54;33,58;24,06;82,67;46,75;19,6;"TO"
"Augusto Corrêa ";11,71;17,71;43,54;64,86;36,34;23,1;"PA"
"Augusto de Lima ";9,6;17,5;18,01;44,27;34,42;17,1;"MG"
"Augusto Pestana ";6,25;4,99;5,84;23,87;15,6;12,4;"RS"
"Augusto Severo ";18,38;15,6;20,76;95,14;55,75;22,5;"RN"
"Áurea ";4,48;6,13;12,21;25,36;20,8;12,1;"RS"
"Aurelino Leal ";23,43;27,48;28,79;97,03;51,19;25,8;"BA"
"Auriflama ";7,37;8,87;7,28;29,19;23,2;14,1;"SP"
"Aurilândia ";6,96;8,11;6,63;31,32;25,6;13;"GO"
"Aurora ";10,37;10,98;12,38;78,08;50,76;24,1;"CE"
"Aurora do Pará ";8,97;14,07;20,9;50,31;36;22,9;"PA"
"Aurora do Tocantins ";12,04;11,61;33,11;62,27;41,23;17,9;"TO"
"Aurora ";7,81;4,83;7,77;20,26;18,4;10,7;"SC"
"Autazes ";8,25;23,81;36,03;49,58;39,86;17,8;"AM"
"Avaí ";11,56;8,23;23,68;33,05;19,6;15,1;"SP"
"Avanhandava ";15,2;16,54;13,83;25,7;20,4;16,3;"SP"
"Avaré ";8,91;13,36;13,88;20,92;16,6;10,49;"SP"
"Aveiro ";11,13;10,38;32,33;47,44;35,75;27,3;"PA"
"Avelino Lopes ";22,48;9,69;18,06;75,92;54,95;33,4;"PI"
"Avelinópolis ";8,89;6,36;16,99;25,54;25;13,6;"GO"
"Axixá do Tocantins ";17,5;15,92;36,58;91,09;57,33;29,7;"TO"
"Axixá ";22,65;30,28;25,93;94,76;48,69;24,7;"MA"
"Babaçulândia ";14,8;5,87;14,47;80,7;45,44;19,7;"TO"
"Bacabal ";19,09;19,45;24,27;94,19;48,15;28,8;"MA"
"Bacabeira ";21,23;36,2;31,66;79,84;48,99;26;"MA"
"Bacuri ";28,27;30,46;36,74;96,78;52,87;31,8;"MA"
"Bacurituba ";15,83;37,33;54,02;96,78;67,37;44,3;"MA"
"Bady Bassitt ";5,36;5,2;5,93;30,55;21,2;17,5;"SP"
"Baependi ";9,18;10,67;15,2;33,65;22,75;15,4;"MG"
"Bagé ";11,57;13,79;16,3;19,34;18,2;11,57;"RS"
"Bagre ";7,05;10,1;26,65;68,61;44,36;22,3;"PA"
"Baía da Traição ";18,39;26,97;39,83;79,41;55,7;31,1;"PB"
"Baía Formosa ";18,81;26,84;17,1;64,34;43,38;32,9;"RN"
"Baianópolis ";13,57;10,73;11,35;73,82;52,02;25;"BA"
"Baião ";11,72;13,9;29,06;51,99;36,34;23,5;"PA"
"Baixa Grande ";16,56;21,45;31,52;58,34;35,98;23,1;"BA"
"Baixa Grande do Ribeiro ";11,32;12,96;35,07;81,32;52,53;27,6;"PI"
"Baixio ";6,03;11,94;8,2;95,57;59,08;24,2;"CE"
"Baixo Guandu ";13,47;14,86;13,5;42,17;26,18;16;"ES"
"Balbinos ";2,44;9,49;6,55;27,72;21,3;17,1;"SP"
"Baldim ";11,86;16,7;13,97;30,05;25,8;20;"MG"
"Baliza ";10,28;9,28;11,92;28,78;27,1;14,4;"GO"
"Balneário Arroio do Silva ";9,55;10,94;9,3;27,56;18,2;11,6;"SC"
"Balneário Barra do Sul ";4,97;11,81;14,13;29,19;18,8;12,7;"SC"
"Balneário Camboriú ";6,03;9,19;9,67;24,7;15,47;8,7;"SC"
"Balneário Gaivota ";11,96;12,57;15,33;25,18;22,2;12,7;"SC"
"Balneário Piçarras ";12,7;13,11;20,77;27,7;21,1;10,7;"SC"
"Balneário Pinhal ";11,91;15,63;18,21;29,7;21,4;12,5;"RS"
"Bálsamo ";6,18;5,24;9,73;20,7;14,6;13,4;"SP"
"Balsa Nova ";4,07;11,62;24,76;25,9;25,61;13,6;"PR"
"Balsas ";17,45;30,21;29,06;60,53;33,41;19,5;"MA"
"Bambuí ";11,51;9,25;11,18;29,12;18,68;12,2;"MG"
"Banabuiú ";9,6;18,38;41,09;68,7;43,61;21,7;"CE"
"Bananal ";19,45;13,83;26,43;33,17;17,7;11,5;"SP"
"Bananeiras ";11,13;13,07;30,14;52,39;40,58;24,5;"PB"
"Bandeira do Sul ";6,34;3,18;8,99;30,7;21,91;18,4;"MG"
"Bandeira ";5,11;8,16;16,27;46,43;37,49;17,5;"MG"
"Bandeirante ";5,99;2,66;22,27;32,55;29,7;17,1;"SC"
"Bandeirantes do Tocantins ";16,13;24,01;12,65;49,22;44,26;19;"TO"
"Bandeirantes ";16,01;22,29;31,93;35,75;25,09;16,3;"MS"
"Bandeirantes ";14,18;11,92;14,15;41,59;30,41;13,9;"PR"
"Bannach ";9,79;7,01;25,99;38,38;29,34;21,1;"PA"
"Banzaê ";22,78;14,35;30,19;85,72;47,88;24;"BA"
"Barão de Antonina ";11,1;12,29;13,35;37,43;22,6;16;"SP"
"Barão de Cocais ";12,34;24,53;15,56;36,17;26,71;13,2;"MG"
"Barão de Cotegipe ";2,7;6,21;11,78;24,64;23,2;12,1;"RS"
"Barão de Grajaú ";16,62;14,13;27,31;62,14;44,56;30,7;"MA"
"Barão de Melgaço ";7,18;11,73;12,26;40,09;30,06;16,6;"MT"
"Barão de Monte Alto ";6,08;7,98;15,13;41,64;33,72;15,9;"MG"
"Barão do Triunfo ";2,26;4,64;13,96;27,1;25,3;13,7;"RS"
"Barão ";3,45;10,42;15,68;22,96;17,6;13,4;"RS"
"Baraúna ";29,26;18,03;37,4;74,29;58,76;33,7;"PB"
"Baraúna ";15,49;16,55;15,95;86,58;59,02;25,6;"RN"
"Barbacena ";13,29;12,98;12,1;29,5;21,67;10,53;"MG"
"Barbalha ";15,68;17,61;16,89;48,67;40,66;16;"CE"
"Barbosa Ferraz ";15,18;16,48;16,8;38,03;29,02;14,8;"PR"
"Barbosa ";20,52;12,09;20,99;32,26;25,1;13,9;"SP"
"Barcarena ";14,56;19,67;26,36;36,08;27;18,6;"PA"
"Barcelona ";20;14,57;30,19;80,09;47,18;31,1;"RN"
"Barcelos ";8,64;8,37;25,7;55,64;41,29;29,5;"AM"
"Bariri ";8,46;9,75;16,33;21,52;13,4;11,8;"SP"
"Barra ";20,65;12,46;32,58;63,73;45,71;27,4;"BA"
"Barra Bonita ";4,38;9,56;5,15;30;29,7;13,9;"SC"
"Barra Bonita ";7,83;8,92;6,31;21,22;17,1;10,8;"SP"
"Barracão ";10,57;11,44;16,31;34,75;26,29;12,7;"PR"
"Barracão ";8,94;8,59;12,34;17,24;11,4;8,9;"RS"
"Barra da Estiva ";18,79;15,07;16,1;63,1;37,16;34;"BA"
"Barra D'Alcântara ";13,62;17,18;41,97;69,43;45,72;23,2;"PI"
"Barra de Guabiraba ";12,13;19,5;28,79;93,53;78,79;31,6;"PE"
"Barra de Santana ";21,88;10,32;18,59;81,15;52,88;28;"PB"
"Barra de Santa Rosa ";15,55;15,76;28,33;93,18;47,95;26,8;"PB"
"Barra de Santo Antônio ";29,8;21,44;45,28;72,54;43,62;33,1;"AL"
"Barra de São Francisco ";10,4;12,11;12,95;41,71;25,83;15,6;"ES"
"Barra de São Miguel ";15,99;25,35;43,52;72,54;40,18;26,3;"AL"
"Barra de São Miguel ";12,64;16,98;22,72;100,13;59,7;31,5;"PB"
"Barra do Bugres ";10,55;14,67;16,64;31,8;30,37;16,9;"MT"
"Barra do Chapéu ";14,61;13,18;12,45;41,26;30,4;20,3;"SP"
"Barra do Choça ";10,26;12,1;33,19;63,79;47,63;23,8;"BA"
"Barra do Corda ";17,06;17,75;28,18;79,68;46,22;27;"MA"
"Barra do Garças ";16,93;12,07;6,27;29,23;27,41;17;"MT"
"Barra do Guarita ";14,45;8,95;12,2;22,2;19,9;11,8;"RS"
"Barra do Jacaré ";4,86;10,65;1,89;30,06;29,39;15,3;"PR"
"Barra do Mendes ";11,32;11,68;24,92;85;42,86;21,6;"BA"
"Barra do Ouro ";4,39;17,38;32,33;68,45;45,93;24,8;"TO"
"Barra do Piraí ";12,24;12,82;12,92;30,97;21,25;15,3;"RJ"
"Barra do Quaraí ";18,99;21,92;18,77;33,16;28,6;15,4;"RS"
"Barra do Ribeiro ";5,03;12,68;18,43;24,29;16,7;13,7;"RS"
"Barra do Rio Azul ";6,06;3,33;1,05;21,47;20,8;12,1;"RS"
"Barra do Rocha ";14,81;19,05;23;97,03;65;36,4;"BA"
"Barra dos Coqueiros ";23,7;24,31;24,75;72,09;39,49;23,1;"SE"
"Barra do Turvo ";5,16;19,91;31,84;42,2;24,5;18,8;"SP"
"Barra Funda ";NA;1,02;10,73;20,15;17,7;11;"RS"
"Barra Longa ";10,53;9,43;20,21;44,53;33,65;16,3;"MG"
"Barra Mansa ";10,74;12,6;10,72;25,21;16,74;14,91;"RJ"
"Barras ";17,63;12,27;27,44;63,41;48,16;22,8;"PI"
"Barra Velha ";12,36;13,03;20,69;27,17;19,7;11,7;"SC"
"Barreira ";13,11;15,82;27,9;75,04;59,08;22,9;"CE"
"Barreiras ";16,97;18,04;17;65,79;34,71;18,1;"BA"
"Barreiras do Piauí ";34,88;17,72;19,41;53,38;39,73;31,7;"PI"
"Barreirinha ";12,07;6,78;40,54;54,43;41,29;21,5;"AM"
"Barreirinhas ";15,83;12,92;37,77;87,13;50,93;29;"MA"
"Barreiros ";23,27;24,92;28,62;63,66;62,69;30,6;"PE"
"Barretos ";10,34;11,3;9,78;22,37;17,4;10,13;"SP"
"Barrinha ";13,58;15,51;24,86;27,96;22,4;15,1;"SP"
"Barro Alto ";19,96;12,21;22,81;80,85;51,06;29,4;"BA"
"Barro Alto ";12,37;19,08;19,36;25,95;21,9;11,6;"GO"
"Barrocas ";11,51;18,19;28,61;79,57;42,81;21,2;"BA"
"Barro ";15,25;14,55;17,98;56,84;37,93;25;"CE"
"Barro Duro ";21,66;28,39;26,43;62,45;39,85;32;"PI"
"Barrolândia ";27,59;17,23;9,94;49,62;34,09;16,2;"TO"
"Barro Preto ";13,14;22,31;29,14;96,36;53,66;28,6;"BA"
"Barroquinha ";10,21;16,52;45,86;98,91;70,03;32,2;"CE"
"Barros Cassal ";4,54;6,85;17,87;34,02;26,5;16,1;"RS"
"Barroso ";11,4;16,04;10,24;31,37;25,07;12,6;"MG"
"Barueri ";15,84;16,94;18,23;23,48;18,3;11,34;"SP"
"Bastos ";13,2;7,56;9,1;28,61;18,8;13,4;"SP"
"Bataguassu ";11,94;11,71;20,72;35,75;25,09;16,4;"MS"
"Batalha ";16,04;20,55;26,32;95,65;54,28;29,2;"AL"
"Batalha ";18,12;11,91;28,31;79,76;50,16;26,9;"PI"
"Batatais ";8,11;9,27;11,83;25,66;15;13;"SP"
"Batayporã ";14,21;9,39;33,57;42,99;31,26;19,9;"MS"
"Baturité ";13,16;22,89;24,37;84,1;56,43;25,9;"CE"
"Bauru ";8,95;9,35;10,98;28,2;18;12,18;"SP"
"Bayeux ";20,62;19,54;22,97;50,27;35,92;22,4;"PB"
"Bebedouro ";9,82;9,17;8,03;22,65;16,1;12;"SP"
"Beberibe ";10,65;22,75;31,93;61,84;36,19;21,8;"CE"
"Bela Cruz ";12,37;17,21;19,67;98,91;63,28;24,8;"CE"
"Belágua ";10,61;5,34;27,59;89,09;53,25;38,4;"MA"
"Bela Vista da Caroba ";19,02;5,49;20,97;35,28;23,91;13,1;"PR"
"Bela Vista de Goiás ";12,77;9,5;10,79;26,73;23,8;12,9;"GO"
"Bela Vista de Minas ";23,85;20,07;19,52;51,76;37,12;19,1;"MG"
"Bela Vista do Maranhão ";25,48;35,19;49,73;106,59;55,45;32,4;"MA"
"Bela Vista do Paraíso ";8,01;10,58;9,5;26,28;22;11,9;"PR"
"Bela Vista do Piauí ";11,02;8,15;42,15;84,31;60,29;36,1;"PI"
"Bela Vista do Toldo ";8,28;4,44;9,77;44,08;30,7;14,2;"SC"
"Bela Vista ";10,34;8,52;31,58;34,1;26,2;18,1;"MS"
"Belém ";18,91;10,86;48,13;68,05;46,35;26,8;"AL"
"Belém de Maria ";19,13;28,91;22,74;82,98;69,58;27,1;"PE"
"Belém do Brejo do Cruz ";8,54;11,61;25,51;81,15;43,55;22,4;"PB"
"Belém do Piauí ";2,92;9,2;46,94;79,49;60,29;38,9;"PI"
"Belém do São Francisco ";21,28;24,43;25,6;53,84;47,66;21,1;"PE"
"Belém ";14,52;16,95;12,57;38,38;26,45;16,06;"PA"
"Belém ";11,01;17,71;20,5;59,46;48,92;25,7;"PB"
"Belford Roxo ";16,99;22,11;19,47;41,52;22,7;16,54;"RJ"
"Belmiro Braga ";6,84;13,46;17,79;29,36;24,08;15,6;"MG"
"Belmonte ";20,18;32,42;24,11;87,63;48,48;23,7;"BA"
"Belmonte ";8,42;3,8;15,86;27,78;26,4;14,8;"SC"
"Belo Campo ";8,8;16,74;35,27;54,44;42,75;25,6;"BA"
"Belo Horizonte ";13,51;14,12;11,03;30,03;22,86;12,95;"MG"
"Belo Jardim ";12,46;20,66;23,24;69,7;62,1;21,4;"PE"
"Belo Monte ";7,13;13,03;33,21;90,8;52,4;34,5;"AL"
"Belo Oriente ";12,35;15,99;26,19;51,03;36,23;17,3;"MG"
"Belo Vale ";6,3;6,89;14,14;37,42;27,44;17,1;"MG"
"Belterra ";12,87;12,65;37,2;60,59;43,48;22,5;"PA"
"Beneditinos ";13,92;19,52;27,64;59,03;41,27;22,6;"PI"
"Benedito Leite ";5,52;13,99;33,82;78,45;53,25;35,6;"MA"
"Benedito Novo ";4,27;3,41;7,46;24,36;19,8;10,8;"SC"
"Benevides ";20,92;20,81;20,98;64,01;39,45;18,9;"PA"
"Benjamin Constant ";12,56;19,91;33,03;53,88;44,48;23,2;"AM"
"Benjamin Constant do Sul ";8,29;12,28;26,3;34,02;23,6;15,6;"RS"
"Bento de Abreu ";9,31;6,95;5,14;31,11;18,3;16;"SP"
"Bento Fernandes ";17,46;22,82;16,12;78,63;64,69;29,1;"RN"
"Bento Gonçalves ";4,96;7,63;12,56;15,92;13,9;12,1;"RS"
"Bequimão ";28,7;22,47;28,96;96,78;53,01;28;"MA"
"Berilo ";31,03;22,37;19,82;32,72;26,52;17;"MG"
"Berizal ";4,09;15,62;18,53;55,03;42,48;23,4;"MG"
"Bernardino Batista ";6,31;12,18;15,46;76,16;60,68;34;"PB"
"Bernardino de Campos ";13,63;11,03;11,04;33,11;19,7;14,3;"SP"
"Bernardo do Mearim ";20,61;22,63;15,66;94,76;51,47;31;"MA"
"Bernardo Sayão ";8,71;11,91;14,79;57,33;44,62;26,9;"TO"
"Bertioga ";21,84;13,41;31,59;28,33;22,8;16,3;"SP"
"Bertolínia ";18,13;10,05;25,6;58,67;37,56;26,4;"PI"
"Bertópolis ";13,07;13,68;35,99;51,02;36,29;18,7;"MG"
"Beruri ";5,57;11,63;62,1;61,77;53,21;29;"AM"
"Betânia do Piauí ";16,42;8,59;40,57;100,47;66,61;37,6;"PI"
"Betânia ";8,08;12,45;31,07;82,36;58,96;28,4;"PE"
"Betim ";16,38;20,8;18,14;38,26;23,6;12,68;"MG"
"Bezerros ";12,96;16,65;27,81;89,58;68,33;26,6;"PE"
"Bias Fortes ";19,05;8,76;32,23;29,92;28,94;19;"MG"
"Bicas ";7,93;12,16;13,27;27,87;22,86;13,8;"MG"
"Biguaçu ";13,83;15,23;16,04;26,59;22;13,3;"SC"
"Bilac ";7,97;5,01;9,52;22,65;13,8;12,6;"SP"
"Biquinhas ";15,81;4,62;12,98;29,37;21,59;13,3;"MG"
"Birigui ";7,99;8,6;10,82;24,9;18,8;11,7;"SP"
"Biritiba-Mirim ";9,08;14,19;17,92;36,81;24,9;18,5;"SP"
"Biritinga ";20,98;23,04;38,02;82,82;56,49;29,7;"BA"
"Bituruna ";6,96;13,33;23,14;41,51;28,6;13,1;"PR"
"Blumenau ";9,59;9,5;14,12;21,34;21,33;8,55;"SC"
"Boa Esperança do Iguaçu ";NA;2,91;5,04;29,28;24,71;11,6;"PR"
"Boa Esperança do Sul ";10,99;10,37;14,69;37,3;20,7;16,9;"SP"
"Boa Esperança ";11,01;13,79;18,25;40,26;27,29;15,6;"ES"
"Boa Esperança ";11,5;11,28;16,44;26,83;19,6;13,4;"MG"
"Boa Esperança ";6,25;7,86;15,09;46,67;30,99;15,8;"PR"
"Boa Hora ";4,95;14,64;41,07;87,86;46,16;24;"PI"
"Boa Nova ";13,38;15,88;40,88;64,14;46,22;26,8;"BA"
"Boa Ventura de São Roque ";9,42;14,5;17,59;49,91;34,7;15,4;"PR"
"Boa Ventura ";14,3;7,3;13,45;70,83;42,22;20,7;"PB"
"Boa Viagem ";15,69;14,53;33,92;72,73;53,37;23,3;"CE"
"Boa Vista da Aparecida ";15,62;11,13;24,27;45,54;33,4;16,5;"PR"
"Boa Vista das Missões ";11,18;15,4;30,54;26,74;20,4;13,4;"RS"
"Boa Vista do Buricá ";3,46;3,94;5,36;19,11;16,9;13,5;"RS"
"Boa Vista do Cadeado ";NA;8,36;11,4;21,46;14;11,4;"RS"
"Boa Vista do Gurupi ";22,7;33,8;51,3;75,8;55,64;44,3;"MA"
"Boa Vista do Incra ";6,57;NA;5,93;17,9;13,6;10,2;"RS"
"Boa Vista do Ramos ";12,4;10,15;67,37;60,24;51,85;25,5;"AM"
"Boa Vista do Sul ";5,85;NA;2,76;18,32;13;11,3;"RS"
"Boa Vista do Tupim ";20,33;17,92;25,84;70,34;47,46;31,4;"BA"
"Boa Vista ";3,29;8,55;12,7;50,27;32,31;21,33;"PB"
"Boa Vista ";21,38;22,94;19,64;41,28;27,6;15,39;"RR"
"Boca da Mata ";10,55;10,13;24,1;65,65;44,22;28;"AL"
"Boca do Acre ";17,51;18,24;40,69;50,9;46,81;21,1;"AM"
"Bocaina de Minas ";6,8;12,07;17,54;35;24,46;14;"MG"
"Bocaina do Sul ";0,85;7,12;19,73;32,55;30,8;19,9;"SC"
"Bocaina ";8,55;12,37;10,51;62,26;36,38;23,8;"PI"
"Bocaina ";10,42;9,51;14,96;23,35;14,6;13;"SP"
"Bocaiúva do Sul ";13,06;11,08;22,17;37,21;31,02;15,1;"PR"
"Bocaiúva ";19,26;21,88;18,37;34,41;21,49;16,4;"MG"
"Bodocó ";17,51;18,85;27,85;81,71;52,77;27,9;"PE"
"Bodoquena ";16,2;8,8;18,31;46,69;40,37;24,4;"MS"
"Bodó ";NA;11,17;15,03;91,09;55,75;22,8;"RN"
"Bofete ";8,35;9,82;17,82;29,72;17,7;15,9;"SP"
"Boituva ";8,54;8,33;15,05;28,11;17,7;12,3;"SP"
"Bombinhas ";4,92;8,27;14,45;27,17;21,5;11,1;"SC"
"Bom Conselho ";14,01;16,31;33,74;101,38;81,84;36,1;"PE"
"Bom Despacho ";12,02;10,84;14,16;30,51;22,58;12,9;"MG"
"Bom Jardim da Serra ";6,08;7,27;12,51;30,81;19,5;13,4;"SC"
"Bom Jardim de Goiás ";8,08;11,44;22,71;32,18;29;15;"GO"
"Bom Jardim de Minas ";4,7;10,05;21,05;29,79;20,74;16,4;"MG"
"Bom Jardim ";14,57;18,6;35,83;105,96;52,87;29,4;"MA"
"Bom Jardim ";18,19;16,29;29,39;62,45;57,74;24;"PE"
"Bom Jardim ";2,99;9,45;15,56;38,82;21,96;16,1;"RJ"
"Bom Jesus da Lapa ";20,1;23,62;24,68;73,21;46,77;23;"BA"
"Bom Jesus da Penha ";5,31;2,38;4,08;32,26;22,28;12,8;"MG"
"Bom Jesus da Serra ";5;3,01;26,57;75,2;46,22;27,6;"BA"
"Bom Jesus das Selvas ";12,88;16,96;39,63;77,57;51,47;29,2;"MA"
"Bom Jesus de Goiás ";14,58;13,13;9,17;25,95;22,8;11,1;"GO"
"Bom Jesus do Amparo ";8;18,75;17,7;41,2;28,72;15,3;"MG"
"Bom Jesus do Araguaia ";7,28;8,86;21,57;35,11;32,3;20,4;"MT"
"Bom Jesus do Galho ";7,42;11,05;10,56;50,61;36,66;18,6;"MG"
"Bom Jesus do Itabapoana ";7,95;9,51;10,93;37,94;19,6;15,2;"RJ"
"Bom Jesus do Norte ";8,37;10,16;13,93;36,49;20,47;12,5;"ES"
"Bom Jesus do Oeste ";2,62;8,04;13,69;29,32;19;13,8;"SC"
"Bom Jesus dos Perdões ";15;15,76;21,02;33,32;21,4;17,8;"SP"
"Bom Jesus do Sul ";2,32;2,23;6,9;37,5;31,03;15,1;"PR"
"Bom Jesus do Tocantins ";20,01;17,43;30,22;69,86;44,36;22,3;"PA"
"Bom Jesus do Tocantins ";9,8;10,67;23,97;61,06;34,79;14;"TO"
"Bom Jesus ";NA;39,91;25,41;86,6;43,55;25,2;"PB"
"Bom Jesus ";16,71;15,25;17,54;53,26;34,09;19,6;"PI"
"Bom Jesus ";14,92;19,83;25,99;53,37;42,06;28;"RN"
"Bom Jesus ";8,16;17,37;19,31;32,16;22,9;12,9;"RS"
"Bom Jesus ";20,72;13,55;10,54;32,96;26,4;14,2;"SC"
"Bom Lugar ";18,03;16,54;27,41;81,78;53,3;31;"MA"
"Bom Princípio do Piauí ";NA;5,55;11,34;93,68;50,16;24,3;"PI"
"Bom Princípio ";4,87;4,55;12,67;17,73;16,4;13,3;"RS"
"Bom Progresso ";10,36;16,69;14,45;22,44;19,8;12,2;"RS"
"Bom Repouso ";8,49;6,27;8,58;28,16;23,4;16,5;"MG"
"Bom Retiro do Sul ";9,46;11,58;13,01;24,98;20,4;11;"RS"
"Bom Retiro ";5,94;8,25;17,4;32,72;24,3;10,8;"SC"
"Bom Sucesso de Itararé ";20,89;9,18;17,07;41,26;25,6;20,8;"SP"
"Bom Sucesso do Sul ";3,69;3,3;13,47;39,19;25,61;12,5;"PR"
"Bom Sucesso ";8,82;12,04;11,87;28,78;22,95;17,8;"MG"
"Bom Sucesso ";10,63;10,1;7,54;58,07;37,3;26,9;"PB"
"Bom Sucesso ";11,2;15,81;23,09;39,85;27,33;13,8;"PR"
"Bonfim do Piauí ";10,93;5,91;15,01;56,84;42,58;36,5;"PI"
"Bonfim ";10,58;11,5;10,64;37,08;30,2;15,3;"MG"
"Bonfim ";6,65;16,51;29,71;76,72;32,17;16,1;"RR"
"Bonfinópolis de Minas ";2,63;14,39;15,63;32,79;22,29;19,1;"MG"
"Bonfinópolis ";17,95;11,48;19,57;30,22;23,4;14,6;"GO"
"Boninal ";12,6;9,88;20,88;51,73;34,11;20,8;"BA"
"Bonito ";24,28;24,62;33,82;93,24;69,84;40,8;"BA"
"Bonito de Minas ";9,55;10,07;23,07;55,08;44,61;21,2;"MG"
"Bonito de Santa Fé ";11,22;15,75;18,83;84,07;44,27;21,2;"PB"
"Bonito ";14,53;24,36;25,79;32,89;19,57;18;"MS"
"Bonito ";5,21;12,31;22,2;74,5;45,39;23,3;"PA"
"Bonito ";19,69;17,71;31,09;87,27;70,39;26,1;"PE"
"Bonópolis ";9,39;4,96;23,17;37,57;34,3;14,9;"GO"
"Boqueirão do Leão ";5,65;7,97;13,74;23,63;16,1;12;"RS"
